movieid;cast;director;writer;genres
3239;Bette Midler,Nathan Lane,Stockard Channing,David Hyde Pierce,John Cleese;Andrew Bergman;;Drama,Comedy
3240;Craig Ferguson,David Rasche,Mary McCormack,Donal Logue,Nina Siemaszko;Kevin Allen;Craig Ferguson,Sacha Gervasi;Comedy,Foreign
3241;Orgyen Tobgyal,Neten Chokling,Jamyang Lodro,Lama Chonjor,Lama Godhi;Khyentse Norbu;Khyentse Norbu;Comedy
3242;Dolores Heredia,Demián Bichir,Alberto Estrella,Pedro Altamirano,Roberto Cobo;Alejandro Springall;;Drama,Foreign,Romance
3243;Sean Astin,Brendan Fraser,Pauly Shore,Megan Ward,Robin Tunney;Les Mayfield;;Comedy,Family
3244;Richard Dreyfuss,Marsha Mason,Quinn Cummings,Paul Benedict,Barbara Rhoades;Herbert Ross;Neil Simon;Comedy,Romance
3245;Sergio Corrieri,Luz María Collazo,José Gallardo,Jean Bouise,Raúl García;Mikhail Kalatozov;Enrique Pineda Barnet,Yevgeni Yevtushenko;Drama
3246;Denzel Washington,Angela Bassett,Albert Hall,Al Freeman, Jr.,Delroy Lindo;Spike Lee;;Drama,History
3247;Whoopi Goldberg,Maggie Smith,Kathy Najimy,Wendy Makkena,Mary Wickes;Emile Ardolino;;Music,Comedy
3248;Whoopi Goldberg,Kathy Najimy,James Coburn,Barnard Hughes,Mary Wickes;Bill Duke;;Music,Comedy
3249;Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Ernie Hudson,Madeline Zima;Curtis Hanson;;Drama,Thriller
3250;Ethan Hawke,Vincent Spano,Bruce Ramsay,David Kriegel,Josh Hamilton;Frank Marshall;;Action,Adventure,Drama,Thriller
3251;Jane Fonda,Anne Bancroft,Meg Tilly,Anne Pitoniak,Winston Rekert;Norman Jewison;;Drama,Mystery
3252;Al Pacino,Chris O'Donnell,James Rebhorn,Gabrielle Anwar,Philip Seymour Hoffman;Martin Brest;;Drama
3253;Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere,Lara Flynn Boyle;Penelope Spheeris;;Comedy
3254;Mike Myers,Dana Carvey,Christopher Walken,Tia Carrere,Chris Farley;Stephen Surjik;;Comedy
3255;Tom Hanks,Geena Davis,Madonna,Lori Petty,Jon Lovitz;Penny Marshall;;Comedy,Drama,Family
3256;Harrison Ford,Anne Archer,Patrick Bergin,Thora Birch,James Fox;Phillip Noyce;;Drama,Action,Thriller,Crime
3257;Whitney Houston,Kevin Costner,Michele Lamar Richards,Ralph Waite,Gary Kemp;Mick Jackson;;Thriller,Action,Drama,Music,Romance
3258;Meryl Streep,Bruce Willis,Goldie Hawn,Isabella Rossellini,Ian Ogilvy;Robert Zemeckis;Martin Donovan;Fantasy,Comedy
3259;Tom Cruise,Nicole Kidman,Thomas Gibson,Robert Prosky,Barbara Babcock;Ron Howard;;Adventure,Drama,Romance,Western
3260;Vanessa Redgrave,Helena Bonham Carter,Emma Thompson,Prunella Scales,Anthony Hopkins;James Ivory;;Drama,Romance
3261;Bridget Fonda,Campbell Scott,Kyra Sedgwick,Sheila Kelley,Jim True-Frost;Cameron Crowe;;Comedy,Drama,Music,Romance
3262;Sheryl Lee,Ray Wise,Mädchen Amick,Dana Ashbrook,Phoebe Augustine;David Lynch;;Drama,Mystery
3263;Wesley Snipes,Woody Harrelson,Rosie Perez,Tyra Ferrell,Cylk Cozart;Ron Shelton;;Comedy,Drama
3264;Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,Luke Perry;Fran Rubel Kuzui;;Action,Comedy,Horror
3265;Chow Yun-fat,Tony Leung Chiu-Wai,Teresa Mo,Philip Chan Yan-Kin,Philip Kwok Chun-Fung;John Woo;;Action,Thriller,Crime
3266;Benoît Poelvoorde,Jacqueline Poelvoorde-Pappaert,Jenny Drye,Malou Madou,Willy Vandenbroeck;Rémy Belvaux,André Bonzel,Benoît Poelvoorde;;Action,Crime
3267;Carlos Gallardo,Jaime de Hoyos,Peter Marquardt,Reinol Martinez,Ramiro Gomez;Robert Rodriguez;;Action,Crime,Thriller
3268;Sylvester Stallone,Estelle Getty,JoBeth Williams,Roger Rees,Martin Ferrero;Roger Spottiswoode;;Action,Comedy
3269;Mel Gibson,Jamie Lee Curtis,Elijah Wood,Isabel Glasser,George Wendt;Steve Miner;;Adventure,Fantasy,Drama,Sci-Fi,Romance
3270;D. B. Sweeney,Moira Kelly,Roy Dotrice,Terry O'Quinn,Dwier Brown;Paul Michael Glaser;Tony Gilroy;Comedy,Drama,Romance
3271;John Malkovich,Gary Sinise,Ray Walston,Casey Siemaszko,Sherilyn Fenn;Gary Sinise;;Drama
3272;Harvey Keitel,Victor Argo,Frankie Thorn,Robin Burrows,Paul Calderon;Abel Ferrara;;Crime,Drama
3273;David Arquette,Neve Campbell,Courteney Cox,Patrick Dempsey,Scott Foley;Wes Craven;;Horror,Mystery
3274;Bridget Fonda,Jennifer Jason Leigh,Steven Weber,Peter Friedman,Stephen Tobolowsky;Barbet Schroeder;;Thriller
3275;Willem Dafoe,Norman Reedus,Sean Patrick Flanery,David Della Rocco,David Ferry;Troy Duffy;Troy Duffy;Action,Thriller,Crime
3276;Sandra Bullock,Liam Neeson,Oliver Platt,José Zúñiga,Michael DeLorenzo;Eric Blakeney;Eric Blakeney;Action,Comedy,Romance,Thriller
3277;Josep Maria Pou,Rosa Maria Sardà,Mario Gas;Ventura Pons;Josep Maria Benet i Jornet;Drama,Foreign
3278;;Monika Treut;;Documentary
3279;Sophia Adella Luke,Eduardo Yáñez,Tony Plana,Paul Winfield,William McNamara;Lorenzo Doumani;;Drama,Action
3280;Anjanette Comer,Ruth Roman,Marianna Hill,Susanne Zenor,David Mooney;Ted Post;Abe Polsky;Horror,Thriller
3281;;Susan Muska,Gréta Olafsdóttir;;Documentary
3282;Rupert Graves,Steven Mackintosh,Miriam Margolyes,Charlotte Coleman,Saskia Reeves;Richard Spence;;Comedy,Foreign
3283;Gena Rowlands,Seymour Cassel,Val Avery,Timothy Carey,Katherine Cassavetes;John Cassavetes;John Cassavetes;Drama,Romance,Comedy
3284;George C. Scott,Joanne Woodward,Jack Gilford,Lester Rawlins,Al Lewis;Anthony Harvey;;Comedy,Mystery,Thriller
3285;Leonardo DiCaprio,Guillaume Canet,Tilda Swinton,Virginie Ledoyen,Staffan Kihlbom;Danny Boyle;;Drama,Adventure,Romance,Thriller
3286;Chevy Chase,Chris Elliott,Jean Smart,Iggy Pop,Pam Grier;Chris Koch;Will McRobb,Chris Viscardi;Comedy,Family
3287;Jim Cummings,Nikita Hopkins,Ken Sansom,John Fiedler,Peter Cullen;Jun Falkenstein;;Animation,Family
3288;Greta Scacchi,Madhur Jaffrey,James Wilby,Sarah Badel,Riju Bajaj;Ismail Merchant,Madhur Jaffrey;Alexandra Viets;Drama,Foreign
3289;Minzhi Wei,Huike Zhang,Zhenda Tian,Enman Gao,Zhimei Sun;Zhang Yimou;Xiangsheng Shi;Drama
3290;David Rosen,Alexa Jago,Jonathan Aube,Sammi Davis,Michael Greene;Tina Valinsky;Tina Valinsky;Comedy
3291;Gary Dourdan,Gretchen Palmer,Soloman K. Smith,Chrystale Wilson,Bryce Wilson;Rob Hardy;;Drama,Thriller,Romance
3292;Cornel Wilde,Jean Wallace,Brian Donlevy,Richard Conte,Lee Van Cleef;Joseph H. Lewis;Philip Yordan;Drama,Action,Thriller,Crime,Mystery
3293;Tilda Swinton,Francesca Faridany,Timothy Leary,Karen Black;Lynn Hershman Leeson;;Sci-Fi,Drama,Fantasy
3294;Neville Brand,Mel Ferrer,Carolyn Jones,Marilyn Burns,William Finley;Tobe Hooper;;Horror
3295;Bruce Jones,Julie Brown,Gemma Phoenix,Ricky Tomlinson;Ken Loach;Jim Allen;Comedy,Drama
3296;Sidney Poitier,Lulu,Christian Roberts,Judy Geeson,Suzy Kendall;James Clavell;;Drama
3297;Floyd Gibbons,Richard E. Byrd;Julian Johnson;Julian Johnson;Documentary
3298;Giovanni Ribisi,Vin Diesel,Nia Long,Tom Everett Scott,Ben Affleck;Ben Younger;Ben Younger;Crime,Drama,Thriller
3299;Meg Ryan,Diane Keaton,Lisa Kudrow,Walter Matthau,Adam Arkin;Diane Keaton;;Comedy,Drama
3300;Vin Diesel,Radha Mitchell,Cole Hauser,Lewis Fitz-Gerald,Claudia Black;David Twohy;;Thriller,Sci-Fi,Action
3301;Bruce Willis,Matthew Perry,Rosanna Arquette,Michael Clarke Duncan,Kevin Pollak;Jonathan Lynn;;Comedy,Crime
3302;Charlotte Coleman,Julian Firth,Rosalind Ayres,Charles Kay,Nicholas Farrell;Jasmin Dizdar;;Comedy,Drama,Foreign,War
3303;;Steven Okazaki;;Documentary
3304;Richard Pryor,Harvey Keitel,Yaphet Kotto,Ed Begley Jr.,Harry Bellaver;Paul Schrader;Paul Schrader,Leonard Schrader;Drama,Crime
3305;John Carradine,Jean Parker,Nils Asther,Ludwig Stössel,George Pembroke;Edgar G. Ulmer;;Mystery,Thriller
3306;Charles Chaplin,Al Ernest Garcia,Merna Kennedy,Harry Crocker,George Davis;Charles Chaplin;Charles Chaplin;Drama,Comedy,Romance,Family
3307;Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,Al Ernest Garcia;Charles Chaplin;;Comedy,Drama,Romance
3308;Matt Dillon,Héctor Elizondo,Molly McCarthy,Martha Gehman,Richard Crenna;Garry Marshall;Garry Marshall;Comedy,Drama,Romance
3309;Charles Chaplin,Edna Purviance,Dave Anderson,Minnie Chaplin,Syd Chaplin;Charles Chaplin;Charles Chaplin;Comedy
3310;Charles Chaplin,Jackie Coogan,Edna Purviance,Albert Austin,Beulah Bains;Charles Chaplin;Charles Chaplin;Comedy,Drama
3311;James Stewart,Arthur Kennedy,Donald Crisp,Cathy O'Donnell,Alex Nicol;Anthony Mann;;Western
3312;Forrest Tucker,Julie Adams,Max Baer, Jr.,Janice Heiden,Dennis Redfield;Max Baer, Jr.;Max Baer, Jr.;Romance,Drama
3313;Gerrit Graham,Michael Lerner,Misty Rowe,Blackie Dammett,Fred McCarren;Michael Miller;John Hughes;Comedy
3314;Kirk Douglas,Eve Miller,Patrice Wymore,Edgar Buchanan,John Archer;Felix E. Feist;;Romance,Western
3315;David Niven,Vera-Ellen,Cesar Romero,Gordon Jackson;H. Bruce Humberstone;;Romance,Comedy
3316;Ben Affleck,Gary Sinise,Charlize Theron,Dennis Farina,Donal Logue;John Frankenheimer;;Thriller
3317;Michael Douglas,Tobey Maguire,Frances McDormand,Katie Holmes,Rip Torn;Curtis Hanson;;Comedy,Drama
3318;Kevin Pollak,Timothy Hutton,Sheryl Lee Ralph,Clotilde Courau,Sean Astin;Rod Lurie;Rod Lurie;Action,Drama,Mystery,Thriller
3319;Barbara Barrie,Edie Falco,Madeline Kahn,Bob Dishy,Carlin Glynn;Eric Mendelsohn;Eric Mendelsohn;Comedy,Drama
3320;Anders W. Berthelsen,Iben Hjejle,Jesper Asholt,Sofie Gråbøl,Emil Tarding;Søren Kragh-Jacobsen;;Romance,Comedy,Drama
3321;Will Arnett;Ken Liotti;;Comedy
3322;Brian Hooks,N'Bushe Wright,Faizon Love,E-40,Starletta DuPois;DJ Pooh;DJ Pooh;Action,Comedy,Romance
3323;Salma Hayek,Jeff Goldblum,Elijah Wood,David Cross,Tom Wilkinson;Pontus Löwenhielm,Patrick von Krusenstjerna;Bix Skahill;Action,Comedy,Crime
3324;Danny DeVito,Bette Midler,Neve Campbell,Jamie Lee Curtis,Casey Affleck;Nick Gomez;Peter Steinfeld;Comedy,Crime,Mystery
3325;Madonna,Rupert Everett,Benjamin Bratt,Malcolm Stumpf,Josef Sommer;John Schlesinger;;Comedy,Drama
3326;Garry Shandling,Annette Bening,John Goodman,Greg Kinnear,Linda Fiorentino;Mike Nichols;;Comedy,Drama,Romance,Sci-Fi
3327;Mick Foley,Terry Funk,Jake Roberts,Vince McMahon,Dwayne Johnson;Barry W. Blaustein;;Documentary
3328;Forest Whitaker,Cliff Gorman,Tricia Vessey,Henry Silva,Victor Argo;Jim Jarmusch;;Action,Crime,Drama
3329;Noah Taylor,Loene Carmen,Ben Mendelsohn,Graeme Blundell,Lynette Curran;John Duigan;;Drama,Foreign,Romance
3330;Natalie Wood,Warren Beatty,Pat Hingle,Audrey Christie,Barbara Loden;Elia Kazan;William Inge;Drama,Romance
3331;Matt Lattanzi,Clark Brandon,Crispin Glover,Caren Kaye,Kevin McCarthy;George Bowers;Joe Roberts;Comedy,Drama,Romance
3332;Rex Allen;James Algar,Jack Couffer;;Family,Adventure
3333;Susannah York,Beryl Reid,Coral Browne,Ronald Fraser,Patricia Medina;Robert Aldrich;Lukas Heller;Comedy,Drama
3334;Humphrey Bogart,Edward G. Robinson,Lauren Bacall,Lionel Barrymore,Claire Trevor;John Huston;;Crime,Drama,Thriller
3335;Lyle Talbot,Herbert Rawlinson,Steve Reeves,Dolores Fuller,Clancy Malone;Edward D. Wood Jr.;;Action,Crime,Thriller
3336;Pauline Murray,Sebastian Shaw,Bart Allison,Reginald Marsh;Kevin Brownlow,Andrew Mollo;;War,Drama
3337;Orson Welles,Oliver Reed,Carol White,Harry Andrews,Michael Hordern;Michael Winner;;Comedy,Drama
3338;Jim Lovell,Russell Schweickart,Eugene Cernan,Michael Collins,Charles Conrad;Al Reinert;;Documentary
3339;James Coburn,Maximilian Schell,James Mason,David Warner,Klaus Löwitsch;Sam Peckinpah;;Drama,Action,History,War
3340;Lugosi Béla,Tony McCoy,Tor Johnson,Loretta King,Harvey B. Dunn;Edward D. Wood Jr.;Edward D. Wood Jr.,Alex Gordon;Horror,Sci-Fi
3341;Judy Holliday,Broderick Crawford,William Holden,Howard St. John,Frank Otto;George Cukor;Garson Kanin;Comedy,Romance,Drama
3342;Matthew Modine,Nicolas Cage,John Harkins,Sandy Baron,Dolores Sage;Alan Parker;;Drama,History
3343;Rebecca De Mornay,Vincent Spano,Frank Langella,Donovan Leitch, Jr.,Judith Chapman;Roger Vadim;R.J. Stewart;Comedy,Drama,Romance
3344;William Kerwin,Mal Arnold,Connie Mason,Lyn Bolton,Scott H. Hall;Herschell Gordon Lewis;;Horror
3345;Ron Brown,Bryan Russell,Linda Wallace,Jim Wilson,Clifford Peterson;Winston Hibler;;Family,Adventure
3346;Gordon Oas-Heim,Candi Conder,Elyn Warner,Jerome Eden,Patricia Lee;Herschell Gordon Lewis;Herschell Gordon Lewis;Horror
3347;Charles Martin Smith,Zachary Ittimangnaq,Samson Jorah,Hugh Webster,Brian Dennehy;Carroll Ballard;;Action,Adventure,Drama
3348;Max von Sydow,Trevor Howard,Liv Ullmann,Per Oscarsson,Rupert Davies;László Benedek;Guy Elmes;Crime,Horror
3349;Betty Hutton,John Lund,Billy De Wolfe,William Demarest,Constance Collier;George Marshall;;Comedy
3350;Sidney Poitier,Claudia McNeil,Ruby Dee,Diana Sands,Louis Gossett, Jr.;Daniel Petrie;;Romance,Drama
3351;Connie Mason,William Kerwin,Jeffrey Allen,Ben Moore,Shelby Livingston;Herschell Gordon Lewis;Herschell Gordon Lewis;Horror
3352;Michael Rooker,Selma Blair,Brion James,Brad Dourif,Will Sasso;Jason Freeland;Jason Freeland,James Ellroy;Drama,Action,Thriller,Mystery
3353;Ian Hart,Sean McGinley,Niamh Cusack,Ruth McCabe,Ewan Stewart;Aileen Ritchie;;Comedy,Romance,Foreign
3354;Gary Sinise,Tim Robbins,Don Cheadle,Connie Nielsen,Jerry O'Connell;Brian De Palma;;Sci-Fi
3355;Johnny Depp,Frank Langella,Lena Olin,Emmanuelle Seigner,Barbara Jefford;Roman Polanski;;Horror,Mystery,Thriller
3356;Patrick Achdjian,William S. Burroughs,Anna Condo,Eleonore Condo,George Condo;John McNaughton;;Documentary
3357;Catherine Deneuve,Sandrine Bonnaire,Oleg Menshikov,Sergei Bodrov Jr.,Ruben Tapiero;Régis Wargnier;;Drama
3358;Albert Brooks,Meryl Streep,Rip Torn,Lee Grant,Michael Durrell;Albert Brooks;;Fantasy,Drama,Comedy
3359;Dennis Quaid,Daniel Stern,Jackie Earle Haley,Dennis Christopher,Barbara Barrie;Peter Yates;;Drama,Comedy
3360;Gene Hackman,Barbara Hershey,Dennis Hopper,C.W. Mundy,Sheb Wooley;David Anspaugh;Angelo Pizzo;Drama,Family
3361;Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson,Robert Wuhl;Ron Shelton;Ron Shelton;Comedy,Romance
3362;Al Pacino,John Cazale,Charles Durning,Chris Sarandon,James Broderick;Sidney Lumet;;Crime,Drama,Thriller
3363;Richard Dreyfuss,Ron Howard,Paul Le Mat,Charles Martin Smith,Cindy Williams;George Lucas;;Comedy,Drama
3364;Sterling Hayden,Louis Calhern,Jean Hagen,James Whitmore,Marilyn Monroe;John Huston;;Action,Crime,Drama,Thriller
3365;John Wayne,Jeffrey Hunter,Vera Miles,Natalie Wood,Ward Bond;John Ford;;Western
3367;William Holden,Cliff Robertson,Vince Edwards,Andrew Prine,Jeremy Slate;Andrew V. McLaglen;;War,Action
3368;Gregory Peck,Jean Simmons,Carroll Baker,Charlton Heston,Burl Ives;William Wyler;;Drama,Western,Romance
3369;Jean Gabin,Alain Delon,Maurice Biraud,Jean Carmet,Henri Virlojeux;Henri Verneuil;Michel Audiard,Albert Simonin;Romance,Crime,Drama
3370;Debra Winger,Tom Berenger,John Heard,Betsy Blair,John Mahoney;Costa-Gavras;Joe Eszterhas;Action,Drama,Romance,Thriller
3371;David Carradine,Ronny Cox,Melinda Dillon,Gail Strickland,John Lehne;Hal Ashby;;Music
3372;George Segal,Ben Gazzara,Robert Vaughn,Bradford Dillman,Peter van Eyck;John Guillermin;;Action,History,War
3373;Sidney Poitier,Harry Belafonte,Ruby Dee,Cameron Mitchell,Denny Miller;Sidney Poitier,Joseph Sargent;;Action,Comedy,Western
3374;Cora Lee Day,Alva Rogers,Barbarao,Trula Hoosier,Tony King;Julie Dash;Julie Dash;Drama,Romance
3375;John Archer,Warner Anderson,Tom Powers,Dick Wesson,Erin O'Brien-Moore;Irving Pichel;;Sci-Fi
3376;Fernand Gravey,Micheline Presle,Saturnin Fabre,Charles Granval;Marcel L'Herbier;;
3377;Brian Donlevy,Walter Brennan,Anna Lee,Gene Lockhart,Hans Heinrich von Twardowski;Fritz Lang;;Drama,History,Thriller,War
3378;John Malkovich,Agnès Soral,Volker Spengler,Gottfried John,Armin Mueller-Stahl;Volker Schlöndorff;;Drama
3379;Gregory Peck,Ava Gardner,Fred Astaire,Anthony Perkins,Donna Anderson;Stanley Kramer;;Sci-Fi,Drama,Romance
3380;John Ireland,Sheila Ryan,Hugh Beaumont,Jane Randolph,Ed Kelly;Anthony Mann;;Drama,Thriller
3381;Molly Gross,Jason Bortz,Marisa Ryan,Natacha La Ferriere,Bob Neuwirth;Kristine Peterson;;Comedy,Music,Drama
3382;Paul Robeson,Elisabeth Welch,Esme Percy,Robert Adams,James Solomon;J. Elder Wills;Michael Barringer,Philip Lindsay;
3383;Paul Robeson,Elisabeth Welch,Roy Emerton,James Hayter,Lawrence Brown;J. Elder Wills;;
3384;Walter Matthau,Robert Shaw,Martin Balsam,Héctor Elizondo,Earl Hindman;Joseph Sargent;;Action,Adventure,Crime,Thriller
3385;Tom Hanks,John Candy,Rita Wilson,Tim Thomerson,Gedde Watanabe;Nicholas Meyer;;Comedy
3386;Kevin Costner,Tommy Lee Jones,Gary Oldman,Kevin Bacon,Michael Rooker;Oliver Stone;;Drama,Thriller,History
3387;John Candy,Jeffrey Jones,Annie Potts,Tim Thomerson,Barry Corbin;Paul Flaherty;;Comedy,Crime,Mystery
3388;John Lithgow,Melinda Dillon,Margaret Langrick,Joshua Rudoy,Kevin Peter Hall;William Dear;;Comedy,Family,Fantasy
3389;Michael Schoeffling,Robert Duvall,Gary Busey,Mark Harmon,Thomas F. Wilson;Stuart Rosenberg,Alan Smithee;;Action,Adventure
3390;Madonna,Sean Penn,Paul Freeman,Richard Griffiths,Clyde Kusatsu;Jim Goddard;John Kohn,Robert Bentley;Action,Comedy,Romance
3391;Madonna,Griffin Dunne,Bibi Besch,John McMartin,John Mills;James Foley;Ken Finkleman,Andrew Smith;Comedy,Thriller,Music,Romance
3392;Meryl Streep,Ed Begley Jr.,Linda Hunt,Roseanne Barr,Sylvia Miles;Susan Seidelman;;Comedy
3393;Michael E. Knight,Phoebe Cates,Emmanuelle Béart,David Dukes,Vinny Argiro;Tom McLoughlin;Tom McLoughlin;Comedy,Fantasy,Romance,Sci-Fi
3394;Kim Basinger,Bruce Willis,John Larroquette,William Daniels,George Coe;Blake Edwards;;Comedy,Romance
3395;Jeff Bridges,Kim Basinger,Rip Torn,Gwen Verdon,Glenne Headly;Robert Benton;Robert Benton;Action,Comedy,Romance
3396;Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt,Dave Goelz;James Frawley;Jerry Juhl,Jack Burns;Adventure,Comedy,Family
3397;Jim Henson,Frank Oz,Dave Goelz,Jerry Nelson,Richard Hunt;Jim Henson;Tom Patchett,Jay Tarses,Jerry Juhl,Jack Rose;Crime,Family,Comedy
3398;Jim Henson,Frank Oz,Dave Goelz,Steve Whitmire,Richard Hunt;Frank Oz;;Romance,Comedy,Family
3399;Waylon Jennings,Sandra Bernhard,John Candy,Caroll Spinney,Jim Henson;Ken Kwapis;Judy Freudberg,Tony Geiss;Adventure,Comedy,Family,Music
3400;John Goodman,Jay Leno,Walter Cronkite,Blaze Berdahl,Rhea Perlman;Phil Nibbelink,Simon Wells,Dick Zondag,Ralph Zondag;;Animation,Sci-Fi,Family
3401;William Katt,Sean Young,Patrick McGoohan,Julian Fellowes;Bill L. Norton;;Adventure,Fantasy,Action,Sci-Fi,Family
3402;Glenda Jackson,Ben Kingsley,Michael Gambon,Nigel Hawthorne;John Irvin;;
3403;M. Emmet Walsh,Richard Jordan,David Selby,Anne Archer,Alec Guinness;Jerry Jameson;Adam Kennedy;Action,Drama,Thriller
3404;Clifton Webb,Barbara Stanwyck,Robert Wagner,Audrey Dalton,Thelma Ritter;Jean Negulesco;;Drama,Action,Romance
3405;Kenneth More,Ronald Allen,Robert Ayres,Honor Blackman,Anthony Bushell;Roy Ward Baker;;Drama,Action,History
3406;Gregory Peck,Virginia Mayo,Robert Beatty,James Robertson Justice,Terence Morgan;Raoul Walsh;;War,Action,Adventure,Drama
3407;Benoît Poelvoorde;Benoît Mariage;;Drama,Romance,Foreign
3408;Julia Roberts,Albert Finney,Aaron Eckhart,Marg Helgenberger,Cherry Jones;Steven Soderbergh;Susannah Grant;Drama
3409;Devon Sawa,Ali Larter,Kerr Smith,Tony Todd,Seann William Scott;James Wong;;Horror
3410;Jeanie Drynan,Linal Haft,Russell Dykstra,Genevieve Lemon,Sacha Horler;Christina Andreef;Christina Andreef;
3411;Anjela Lauren Smith,Caroline Chikezie,Don Warrington,Vas Blackwood,Wil Johnson;Julian Henriques;;
3412;Tchéky Karyo,Jack Wallace,André Lacombe;Jean-Jacques Annaud;;Adventure,Drama,Family
3413;Brian Donlevy,Ella Raines,Charles Coburn,Helen Walker,Anna May Wong;Arthur Lubin;Jay Dratler,Dorothy Davenport;Drama,Thriller,Mystery
3414;William Holden,Jennifer Jones,Torin Thatcher,Isobel Elsom,Murray Matheson;Henry King;;Drama,Romance
3415;Margarita Terekhova,Oleg Yankovskiy,Alla Demidova,Nikolay Grinko,Yuriy Nazarov;Andrei Tarkovsky;Aleksandr Misharin,Andrei Tarkovsky;Drama,History
3417;Burt Lancaster,Nick Cravat,Eva Bartok,Torin Thatcher,James Hayter;Robert Siodmak;;Action,Adventure,Comedy
3418;Susan Sarandon,Geena Davis,Harvey Keitel,Brad Pitt,Michael Madsen;Ridley Scott;;Drama,Thriller,Crime,Adventure
3419;Angela Lansbury,Michael York,Anthony Higgins,Heidelinde Weis,Jane Carr;Harold Prince;;
3420;Al Pacino,Jack Warden,John Forsythe,Christine Lahti,Lee Strasberg;Norman Jewison;Valerie Curtin,Barry Levinson;Crime,Drama,Mystery,Thriller
3421;John Belushi,Tim Matheson,John Vernon,Verna Bloom,Tom Hulce;John Landis;Douglas Kenney,Chris Miller,Harold Ramis;Comedy
3422;Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,Spike Lee,Raye Dowell;Spike Lee;Spike Lee;Comedy,Romance
3423;Laurence Fishburne,Giancarlo Esposito,Tisha Campbell-Martin,Kyme,Joe Seneca;Spike Lee;Spike Lee;Comedy,Drama
3424;Ossie Davis,Danny Aiello,Giancarlo Esposito,Richard Edson,Spike Lee;Spike Lee;;Crime,Drama
3425;Denzel Washington,Spike Lee,Wesley Snipes,Giancarlo Esposito,John Turturro;Spike Lee;Spike Lee;Drama,Romance
3426;Spike Lee,Annabella Sciorra,Ruby Dee,John Turturro,Frank Vincent;Spike Lee;;Drama,Romance
3427;Clint Eastwood,Lee J. Cobb,Susan Clark,Tisha Sterling,Don Stroud;Don Siegel;;Action,Crime,Drama,Thriller
3428;Jon Voight,Faye Dunaway,Ricky Schroder,Jack Warden,Arthur Hill;Franco Zeffirelli;Walter Newman;Drama,Family
3429;;Nick Park;;Animation,Comedy,Family
3430;Charles Bronson,Hope Lange,Vincent Gardenia,Steven Keats,William Redfield;Michael Winner;;Action,Crime,Drama,Thriller
3431;Charles Bronson,Jill Ireland,Vincent Gardenia,J. D. Cannon,Robin Sherwood;Michael Winner;David Engelbach;Action,Crime,Thriller
3432;Charles Bronson,Deborah Raffin,Ed Lauter,Martin Balsam,Gavin O'Herlihy;Michael Winner;Don Jakoby;Adventure,Drama,Action,Thriller,Crime
3433;Charles Bronson,Kay Lenz,John P. Ryan,Perry Lopez,George Dickerson;J. Lee Thompson;Gail Morgan Hickman;Action,Adventure,Crime
3434;Charles Bronson,Lesley-Anne Down,Michael Parks,Chuck Shamata,Robert Joy;Allan A. Goldstein;;Action,Crime,Drama,Thriller
3435;Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Porter Hall,Richard Gaines;Billy Wilder;;Drama,Mystery,Thriller
3436;Julia Roberts,Campbell Scott,Vincent D'Onofrio,Colleen Dewhurst,David Selby;Joel Schumacher;;Drama,Romance
3437;Vanilla Ice,Kristin Minter,Naomi Campbell,Deezer D,Kevin Hicks;David Kellogg;David Stenn;Drama,Action,Comedy,Music,Romance
3438;Judith Hoag,Elias Koteas,Josh Pais,Brian Tochi,Leif Tilden;Steve Barron;;Sci-Fi,Action,Adventure,Comedy,Family
3439;Paige Turco,David Warner,Michelan Sisti,Leif Tilden,Kenn Scott;Michael Pressman;Todd W. Langen;Sci-Fi,Adventure,Action,Comedy,Family
3440;Paige Turco,Stuart Wilson,Sab Shimono,Vivian Wu,Mark Caso;Stuart Gillard;Stuart Gillard;Action,Adventure,Comedy,Family,Fantasy,Sci-Fi
3441;Patrick Swayze,C. Thomas Howell,Lea Thompson,Darren Dalton,Charlie Sheen;John Milius;;Action,Thriller
3442;Stephen Lang,Michael Carmine,Lauren Holly,John Cameron Mitchell,Danny Quinn;Paul Michael Glaser;Leo Garen,Jack Baran;Action,Thriller
3443;Mike Norris,Steve Durham,David Coburn,Thalmus Rasulala,Albert Salmi;Renny Harlin;;Drama,Action
3444;Jean-Claude Van Damme,Donald Gibb,Ken Siu,Bolo Yeung,Leah Ayres;Newt Arnold;;Action
3445;Faye Dunaway,Tommy Lee Jones,Brad Dourif,Rene Auberjonois,Raúl Juliá;Irvin Kershner;John Carpenter;Drama,Horror,Mystery,Thriller
3446;Jerry Lewis,Oliver Platt,Lee Evans,Leslie Caron,Richard Griffiths;Peter Chelsom;Peter Flannery,Peter Chelsom;Comedy
3447;Paul Muni,Luise Rainer,Walter Connolly,Tilly Losch,Charley Grapewin;Sidney Franklin;;Drama
