movieid;cast;director;writer;genres
26283;Walter Matthau,Joe Don Baker,Felicia Farr,Andrew Robinson,Sheree North;Don Siegel;;Action,Crime,Drama,Thriller
26285;Brian Narelle,Cal Kuniholm,Dre Pahich,Adam Beckenbaugh,Nick Castle;John Carpenter;;Comedy,Sci-Fi
26289;Lee Marvin,Ernest Borgnine,Keith Carradine,Charles Tyner,Malcolm Atterbury;Robert Aldrich;Christopher Knopf;Adventure,Drama,Action,Thriller
26294;Terence Hill,Henry Fonda,Jean Martin,R. G. Armstrong,Karl Braun;Tonino Valerii;;Comedy,Western
26301;Jack Lemmon,Jack Gilford,Laurie Heineman,Norman Burton,Patricia Smith;John G. Avildsen;Steve Shagan;Drama
26302;Gene Hackman,Al Pacino,Dorothy Tristan,Ann Wedgeworth,Richard Lynch;Jerry Schatzberg;Garry Michael White;Drama,Thriller
26303;Margot Kidder,Jennifer Salt,Charles Durning,William Finley,Lisle Wilson;Brian De Palma;;Horror,Thriller
26306;Vincent Price,Diana Rigg,Ian Hendry,Harry Andrews,Coral Browne;Douglas Hickox;;Comedy,Horror
26313;George Segal,Elliott Gould,Ann Prentiss,Gwen Welles,Edward Walsh;Robert Altman;Joseph Walsh;Comedy,Drama
26318;Adriana Asti,Julien Bertheau,Milena Vukotic,Maxence Mailfort,Jean-Claude Brialy;Luis Buñuel;;Comedy,Drama
26323;Ken Shapiro,Chevy Chase,Richard Belzer,Buzzy Linhart,Richmond Baier;Ken Shapiro;Ken Shapiro,Lane Sarasohn;Comedy
26326;Alejandro Jodorowsky,Horacio Salinas,Zamira Saunders,Juan Ferrara,Adriana Page;Alejandro Jodorowsky;;Drama
26336;Gene Wilder,Madeline Kahn,Marty Feldman,Dom DeLuise,Leo McKern;Gene Wilder;;Comedy,Crime,Mystery
26339;Rudy Ray Moore,D'Urville Martin,Lady Reed,Jerry Jones;D'Urville Martin;;Action,Comedy,Crime
26345;Robert Redford,Susan Sarandon,Geoffrey Lewis,Bo Svenson,Bo Brundin;George Roy Hill;;Action,Adventure,Drama
26347;Andrey Myagkov,Barbara Brylska,Yuriy Yakovlev,Aleksandr Shirvindt,Georgi Burkov;Eldar Ryazanov;Emil Braginskiy ,Eldar Ryazanov;Drama,Comedy,Romance
26349;Gene Hackman,Jennifer Warren,Susan Clark,Harris Yulin,Kenneth Mars;Arthur Penn;Alan Sharp;Mystery,Thriller
26350;Jack Nicholson,Maria Schneider,Jenny Runacre,Ian Hendry,Steven Berkoff;Michelangelo Antonioni;;Thriller,Drama
26359;Robert De Niro,Gérard Depardieu,Dominique Sanda,Stefania Sandrelli,Laura Betti;Bernardo Bertolucci;Giuseppe Bertolucci,Franco Arcalli,Bernardo Bertolucci;Drama,History,Romance
26360;Jean-François Stévenin,Virginie Thévenet,Chantal Mercier,Marcel Berbert,Christine Pellé;François Truffaut;;Drama,Comedy
26364;Charles Bronson,Jill Ireland,Douglas Fowley,Stan Haze,Damon Douglas;Frank D. Gilroy;;Comedy,Western
26366;Norman Yarborough,Houston Elmore,Phil Sparks,Bessie Lou Cornett,Lois Scott;Barbara Kopple;;Documentary
26371;Marlon Brando,Jack Nicholson,Randy Quaid,Kathleen Lloyd,Frederic Forrest;Arthur Penn;Thomas McGuane;Drama,Western
26375;Gene Wilder,Jill Clayburgh,Richard Pryor,Patrick McGoohan,Ned Beatty;Arthur Hiller;;Comedy,Crime,Romance,Thriller
26379;Robert Powell,Anne Bancroft,Ernest Borgnine,Claudia Cardinale,James Farentino;Franco Zeffirelli;;Drama,History
26386;Mel Brooks,Madeline Kahn,Cloris Leachman,Harvey Korman,Ron Carey;Mel Brooks;;Comedy,Music
26388;Dudley Moore,Peter Cook,Spike Milligan;Paul Morrissey;;Drama,Horror,Comedy,Thriller,Crime,Mystery
26391;Liza Minnelli,Robert De Niro,Lionel Stander,Barry Primus,Dick Miller;Martin Scorsese;;Drama,Music,Romance
26393;Roy Scheider,Bruno Cremer,Francisco Rabal,Amidou,Ramon Bieri;William Friedkin;;Action,Thriller,Adventure
26394;Anne Bancroft,Shirley MacLaine,Leslie Browne,Tom Skerritt,Mikhail Baryshnikov;Herbert Ross;Arthur Laurents;Drama,Romance
26398;Elliott Gould,James Brolin,Brenda Vaccaro,Sam Waterston,O.J. Simpson;Peter Hyams;;Drama,Action,Thriller,Sci-Fi
26404;Karen Black,Tom Berenger,Susan Strasberg,Helen Shaver,Marilyn Lightstone;George Kaczender;;Drama,Romance
26413;Jackie Chan,Yuen Siu-Tin,Hwang Jang-Lee,Dean Shek,Roy Horan;Yuen Woo-Ping;;Action,Comedy
26414;Carol Burnett,Desi Arnaz Jr.,Geraldine Chaplin,Howard Duff,Mia Farrow;Robert Altman;Robert Altman,John Considine,Allan F. Nicholls,Patricia Resnick;Comedy,Drama
26422;John Savage,Treat Williams,Annie Golden,Beverly D'Angelo,Dorsey Wright;Miloš Forman;;Drama,Comedy,History,Music
26425;Peter Falk,Alan Arkin,Richard Libertini,Nancy Dussault,Penny Peyser;Arthur Hiller;Andrew Bergman;Action,Adventure,Comedy
26431;Gena Rowlands,John Cassavetes,Ben Gazzara,Joan Blondell,Paul Stewart;John Cassavetes;John Cassavetes;Drama
26462;Sean Penn,Reni Santoni,Jim Moody,Eric Gurry,Esai Morales;Rick Rosenthal;Richard Di Lello;Crime,Drama,Thriller
26464;Roy Scheider,Warren Oates,Candy Clark,Daniel Stern,Paul Roebling;John Badham;Don Jakoby,Dan O'Bannon;Sci-Fi,Action,Thriller,Crime,Drama
26465;Max Gail,Adam Baldwin,Mr. T,Gary Busey,Gloria Gifford;Joel Schumacher;Topper Carew,Joel Schumacher;Action,Adventure,Comedy,Crime
26472;Zaide Silvia Gutiérrez,David Villalpando,Ernesto Gómez Cruz,Lupe Ontiveros,Trinidad Silva;Gregory Nava;Anna Thomas;Thriller,Adventure,Drama
26476;David Bowie,Tom Conti,Ryuichi Sakamoto,Takeshi Kitano,Jack Thompson;Nagisa Ōshima;;Drama,History
26479;Kevin Kline,Angela Lansbury,Linda Ronstadt,George Rose,Rex Smith;Wilford Leach;;Comedy,Music,Romance
26483;Don Francks,Susan Roman,Paul Le Mat,Samantha Langevin,Dan Hennessey;Clive A. Smith;;Action,Adventure,Animation,Fantasy,Sci-Fi
26485;Matt Dillon,Mickey Rourke,Diane Lane,Dennis Hopper,Diana Scarwid;Francis Ford Coppola;;Action,Adventure,Crime,Drama,Romance
26487;Mariel Hemingway,Eric Roberts,Cliff Robertson,Carroll Baker,Roger Rees;Bob Fosse;;Drama
26488;Michael Douglas,Hal Holbrook,Yaphet Kotto,Sharon Gless,Michael Ensign;Peter Hyams;;Action,Crime,Drama,Thriller
26491;Mel Brooks,Anne Bancroft,Tim Matheson,Charles Durning,Christopher Lloyd;Alan Johnson;;Comedy
26492;Albert Brooks,Vic Morrow,John Larroquette,John Lithgow,Dan Aykroyd;John Landis,Steven Spielberg,George Miller,Joe Dante;John Landis,George Clayton Johnson,Richard Matheson;Drama,Fantasy,Horror,Sci-Fi,Thriller
26494;Chris Pedersen,Bill Coyne,Jennifer Clay,Timothy O'Brien,Wade Walston;Penelope Spheeris;;Drama,Music
26495;Graham Chapman,Martin Hewitt,Eric Idle,Peter Cook,Michael Hordern;Mel Damski;Graham Chapman,Peter Cook,Bernard McKenna;Comedy,Adventure
26497;Rupert Everett,Colin Firth,Michael Jenn,Robert Addie,Rupert Wainwright;Marek Kanievska;;Drama,Romance
26498;Denis Lavant,Mireille Perrier,Carroll Brooks,Maïté Nahyr;Leos Carax;Leos Carax;Drama,Romance
26504;Henry Thomas,Dabney Coleman,Michael Murphy,Christina Nigra,John McIntire;Richard Franklin;;Adventure,Action,Family
26509;Lenny Von Dohlen,Virginia Madsen,Maxwell Caulfield,Bud Cort,Don Fellows;Steve Barron;Rusty Lemorande;Comedy
26513;Robert Urich,Mary Crosby,Michael D. Roberts,Anjelica Huston,John Matuszak;Stewart Raffill;;Action,Sci-Fi,Comedy
26521;Sean Penn,Nicolas Cage,Elizabeth McGovern,John Karlen,Rutanya Alda;Richard Benjamin;;Drama,Romance
26524;Harvey Milk;Rob Epstein;;Documentary
26527;Carmen Maura,Ángel de Andrés López,Verónica Forqué,Chus Lampreave,Gonzalo Suárez;Pedro Almodóvar;;Drama,Comedy
26544;Donald Sutherland,John Heard,Andrew McCarthy,Mary Stuart Masterson,Kevin Dillon;Michael Dinner;Charles Purpura;Comedy,Drama,Romance
26547;Jackie Chan,Brigitte Lin,Maggie Cheung,Bill Tung,Chor Yuen;Jackie Chan;;Action,Comedy,Thriller,Crime
26550;Ken Ogata,Gô Rijû,Masato Aizawa,Masayuki Shionoya,Hiroshi Mikami;Paul Schrader;Paul Schrader,Leonard Schrader;Drama
26554;Bruno Lawrence,Alison Routledge,Anzac Wallace,Pete Smith,Tom Hyde;Geoff Murphy;;Drama,Sci-Fi,Thriller
26555;Chevy Chase,Dan Aykroyd,Steve Forrest,Donna Dixon,Bruce Davison;John Landis;;Comedy,Adventure
26558;Michael Moriarty,Andrea Marcovicci,Garrett Morris,Paul Sorvino,Scott Bloom;Larry Cohen;Larry Cohen;Horror,Comedy,Sci-Fi
26561;Matthew Modine,Linda Fiorentino,Ronny Cox,Daphne Zuniga,Charles Hallahan;Harold Becker;;Drama,Romance
26562;Mikhail Baryshnikov,Gregory Hines,Jerzy Skolimowski,Helen Mirren,Geraldine Page;Taylor Hackford;;Drama,Thriller
26564;Dexter Gordon,François Cluzet,Gabrielle Haker,Christine Pascal,Pierre Trabaud;Bertrand Tavernier;;Drama
26566;Robin Williams,Kurt Russell,Pamela Reed,Holly Palance,Donald Moffat;Roger Spottiswoode;Ron Shelton;Comedy
26567;Robin Williams,Peter O'Toole,Rick Moranis,Jimmy Cliff,Twiggy;Harold Ramis;;Comedy,Drama,Romance
26577;Rosanna Arquette,Eric Roberts;Evelyn Purcell;;Comedy,Drama,Romance
26578;Erland Josephson,Susan Fleetwood,Allan Edwall,Sven Wollter,Guðrún Gísladóttir;Andrei Tarkovsky;;Drama
26585;Ti Lung,Chow Yun-fat,Leslie Cheung,Emily Chu,Waise Lee;John Woo;;Action,Crime,Drama
26599;Antonio Banderas,Carmen Maura,Eusebio Poncela,Miguel Molina,Manuela Velasco;Pedro Almodóvar;;Comedy,Drama,Romance
26603;Donald Pleasence,Lisa Blount,Victor Wong,Jameson Parker,Dennis Dun;John Carpenter;;Horror
26606;Leslie Cheung,Joey Wong,Wu Ma,Lau Siu-Ming,Lam Wai;Ching Siu-Tung;Yuen Kai-Chi;Fantasy,Action
26612;Ti Lung,Leslie Cheung,Dean Shek,Chow Yun-fat,Guan Shan;John Woo;John Woo;Action,Crime,Thriller
26614;Richard Chamberlain,Jaclyn Smith,Anthony Quayle,Donald Moffat,Yorgo Voyagis;Roger Young;;Action,Drama,Mystery,Thriller
26616;Klaus Kinski,King Ampaw,José Lewgoy,Salvatore Basile,Peter Berling;Werner Herzog;;Adventure,Drama
26629;Grant Cramer,Suzanne Snyder,John Allen Nelson,John Vernon,Royal Dano;Stephen Chiodo;Stephen Chiodo,Edward Chiodo,Charles Chiodo;Comedy,Horror,Sci-Fi
26649;;;;Adventure,Drama,Western
26662;Minami Takayama,Rei Sakuma,Kappei Yamaguchi,Keiko Toda,Mieko Nobusawa;Hayao Miyazaki;;Animation,Adventure,Drama,Fantasy
26663;Michel Blanc,Sandrine Bonnaire,Luc Thuillier,André Wilms,Philippe Dormoy;Patrice Leconte;Patrice Leconte,Patrick Dewolf;Crime,Drama
26676;Paul Hogan,Elias Koteas,Linda Kozlowski,Doreen Lang,Douglas Seale;John Cornell;Paul Hogan;Fantasy,Comedy,Sci-Fi
26677;Rosanna Arquette,Jason Robards,Tom Hulce;Mike Hodges;Mike Hodges;Mystery,Thriller,Fantasy,Horror
26680;Johnny Depp,Amy Locane,Polly Bergen,Susan Tyrrell,Traci Lords;John Waters;;Music,Comedy
26681;Tony Leung Chiu-Wai,Jacky Cheung,Waise Lee,Simon Yam,Fennie Yuen Kit-Ying;John Woo;;Thriller,Crime,Drama
26682;Anthony Edwards,Forest Whitaker,Penelope Ann Miller,Joe Pantoliano,David Clennon;Richard Benjamin;Nat Mauldin;Action,Adventure,Comedy,Thriller
26686;Bill Cosby,Kimberly Russell,Denise Nicholas,Salim Grant,Ian Bannen;Sidney Poitier;;Comedy,Family,Fantasy
26688;Steven Seagal,Kelly LeBrock,William Sadler,Frederick Coffin,Bonnie Burroughs;Bruce Malmuth;;Action,Thriller
26693;Harry Anderson,Dennis Christopher,Richard Masur,Annette O'Toole,Tim Reid;Tommy Lee Wallace;;Drama,Horror,Mystery,Thriller
26694;Gong Li,Wei Li,Li Bao-Tian,Zhang Yi,Ji-an Zheng;Yang Feng-Liang,Zhang Yimou;Liu Heng;Drama,Romance
26695;Gary Kemp,Martin Kemp,Billie Whitelaw,Tom Bell,Susan Fleetwood;Peter Medak;Philip Ridley;Drama,Crime,History
26696;Jean-Claude Van Damme,Harrison Page,Deborah Rennard,Ashley Johnson,Brian Thompson;Sheldon Lettich;;Action,Thriller
26698;Gene Hackman,Anne Archer,James Sikking,J. T. Walsh,M. Emmet Walsh;Peter Hyams;;Action,Thriller,Crime,Mystery
26699;Mohsen Makhmalbaf,Monoochehr Ahankhah,Mahrokh Ahankhah,Nayer Mohseni Zonoozi,Hossain Sabzian;Abbas Kiarostami;Abbas Kiarostami;Drama,Crime,Documentary
26700;Eric Idle,Robbie Coltrane,Camille Coduri,Janet Suzman,Doris Hare;Jonathan Lynn;;Comedy
26704;Sean Penn,Gary Oldman,Ed Harris,Robin Wright,John Turturro;Phil Joanou;;Drama,Action,Thriller,Crime
26713;Leslie Cheung,Maggie Cheung,Andy Lau,Carina Lau,Rebecca Pan;Wong Kar-wai;Wong Kar-wai;Crime,Drama,Romance
26726;Ed O'Neill,Ethan Embry,JoBeth Williams,Christopher McDonald,Ari Meyers;Peter Faiman;John Hughes;Comedy
26729;Francis Ford Coppola,Eleanor Coppola,John Milius,George Lucas,Sam Bottoms;Fax Bahr,George Hickenlooper,Eleanor Coppola;;Documentary
26734;Matt Dillon,Sean Young,Max von Sydow,Diane Ladd,Adam Horovitz;James Dearden;;Mystery,Thriller,Crime
26743;Miki Imai,Toshirō Yanagiba ,Yōko Honna,Mayumi Iizuka,Masahiro Itou;Isao Takahata;Isao Takahata;Animation,Drama,Romance
26744;Holly Hunter,Richard Dreyfuss,Danny Aiello,Gena Rowlands,Laura San Giacomo;Lasse Hallström;;Comedy,Drama,Romance
26745;Danny DeVito,Gregory Peck,Penelope Ann Miller,Piper Laurie,Dean Jones;Norman Jewison;;Comedy,Drama
26746;Steven Seagal,William Forsythe,Jerry Orbach,Jo Champa,Shareen Mitchell;John Flynn;;Action,Thriller,Crime
26750;Tom Selleck,Laura San Giacomo,Alan Rickman,Chris Haywood,Ron Haddrick;Simon Wincer;;Romance,Action,Adventure,Western,Drama
26758;Jean-Pierre Marielle,Gérard Depardieu,Anne Brochet,Guillaume Depardieu,Carole Richert;Alain Corneau;;Drama,Romance,History
26770;James Woods,Louis Gossett, Jr.,Bruce Dern,Oliver Platt,Heather Graham;Michael Ritchie;;Action,Comedy,Drama
26776;Shûichirô Moriyama,Tokiko Katô,Sanshi Katsura,Tsunehiko Kamijô,Akemi Okamura;Hayao Miyazaki;;Comedy,Animation,Adventure
26778;Rodney Dangerfield,Jackée Harry,Jonathan Brandis,Ilene Graff,Vinessa Shaw;Sidney J. Furie;Curtis Burch;Comedy,Family
26782;Antonio Banderas,Armand Assante,Cathy Moriarty,Maruschka Detmers,Pablo Calogero;Arne Glimcher;Cynthia Cidre;Drama,Music
26788;Gong Li,Peiqi Liu,Liuchun Yang,Kesheng Lei,Zhijun Ge;Zhang Yimou;Liu Heng;Comedy,Drama
26791;Michael Douglas,Melanie Griffith,Liam Neeson,Joely Richardson,John Gielgud;David Seltzer;Susan Isaacs;Drama,Romance,Thriller
26792;Beau Bridges,Jonathan Brandis,Chuck Norris,Mako,Julia Nickson;Aaron Norris;;Action,Adventure,Drama,Family
26796;Daniel Auteuil,Emmanuelle Béart,André Dussollier,Élisabeth Bourgine,Brigitte Catillon;Claude Sautet;;Drama,Romance
26803;Helena Bergström,Rikard Wolff,Sven Wollter,Reine Brynolfsson,Ernst Günther;Colin Nutley;Colin Nutley;Comedy
26810;Nicholas Hope,Ralph Cotterill,Claire Benito,Syd Brisbane,Ullie Birve;Rolf de Heer;Rolf de Heer;Crime,Drama
26811;Leslie Cheung,Brigitte Lin,Francis Ng,Elaine Lui Siu-Ling,Yammie Lam Kit-Ying;Ronny Yu;Elsa Tang,Lam Kee-To,Ronny Yu;Adventure,Fantasy,Drama,Action,Sci-Fi
26812;James Garner,Jonathan Pryce,Peter Riegert,Joanna Cassidy;Glenn A. Jordan;Larry Gelbart;Comedy,Drama
26819;Christopher Lambert,Kurtwood Smith,Loryn Locklin,Clifton Collins, Jr.,Jeffrey Combs;Stuart Gordon;;Action,Thriller,Sci-Fi
26828;Hulk Hogan,David Johansen,Madeline Zima,Robert Hy Gorman,Sherman Hemsley;Michael Gottlieb;Edward Rugoff,Michael Gottlieb;Family,Comedy,Action
26834;Brad Johnson,Marjean Holden,John Christian Graas,Gerrit Graham,Al Pugliese;Stephen Cornwell;;Fantasy,Sci-Fi,Thriller
26838;Colm Meaney,Tina Kellegher,Ruth McCabe,Eanna MacLiam,Peter Rowen;Stephen Frears;;Comedy,Drama
26840;Takeshi Kitano,Aya Kokumai,Tetsu Watanabe,Masanobu Katsumura,Susumu Terajima;Takeshi Kitano;;Action,Crime,Thriller
26841;Eric Idle,Rick Moranis,Barbara Hershey,Catherine Zeta-Jones,John Cleese;Robert Young;Eric Idle;Comedy,Foreign
26842;Jet Li,Michelle Yeoh,Chin Siu-Ho,Fennie Yuen Kit-Ying,Yue Hoi;Yuen Woo-Ping;;Action,Comedy,Drama,Thriller
26861;Brooke Shields,William Sadler,Alex Winter,Randy Quaid,Michael Stoyanov;Alex Winter,Tom Stern;Tim Burns,Tom Stern,Alex Winter;Comedy
26865;Jet Li,Shinobu Nakayama,Chin Siu-Ho,Paul Chun Pui,Yasuaki Kurata;Gordon Chan;;Action
26868;Gia Carides,Anthony LaPaglia,Rebecca Gibney,Robyn Nevin,Marshall Napier;Ben Lewin;Ben Lewin;Romance,Comedy
26870;Charlie Sheen,Tom Berenger,Corbin Bernsen,Dennis Haysbert,James Gammon;David S. Ward;;Comedy
26875;Gérard Depardieu,Roman Polanski,Sergio Rubini,Nicola Di Pinto,Tano Cimarosa;Giuseppe Tornatore;;Crime,Thriller
26898;Koichi Sato,Masahiro Motoki,Takeshi Kitano,Jinpachi Nezu,Kippei Shiina;Takashi Ishii;Takashi Ishii;Action,Crime,Foreign,Thriller
26901;Tom Berenger,Barbara Hershey,Kurtwood Smith,Steve Reevis,Andrew Miller;Tab Murphy;Tab Murphy;Adventure,Action,Western,Thriller,Mystery
26903;Yōko Honna,Issei Takahashi,Takashi Tachibana,Shigeru Muroi,Shigeru Tsuyuguchi;Yoshifumi Kondô;;Animation,Drama,Family
26915;Jane Jensen,Will Keenan,Valentine Miele,William Beckwith,Debbie Rochon;Lloyd Kaufman;James Gunn,Lloyd Kaufman,Jason Green;Comedy,Drama,Romance,Thriller
26934;Stephen Chow,Karen Mok,Nancy Sit Ka-Yin,Ng Man-Tat,Tats Lau;Stephen Chow,Lee Lik-Chi;;Comedy
26939;Kati Outinen,Kari Väänänen,Markku Peltola,Sakari Kuosmanen;Aki Kaurismäki;;Drama
26950;Rick Gianasi,Susan Byun,Bill Weeden,Thomas Crnkovich,Larry Robinson;Michael Herz,Lloyd Kaufman;;Action,Comedy,Fantasy
26965;Daniel Day-Lewis,Brian Cox,Emily Watson,Lorraine Pilkington,Niall Shanahan;Jim Sheridan;Terry George,Jim Sheridan;Drama,Romance
26974;Jacob Sewell,Darby Dougherty,Chloë Sevigny,James Lawhorn,Linda Manz;Harmony Korine;Harmony Korine;Drama
26976;Paul Dillon,Tim Gamble,Olivia Trevino,Moira Sinise,Rana Khan;Mary Cybulski,John Tintori;Will Kern;Comedy,Drama
26982;Federico Luppi,Damián Delgado,Dan Rivera González,Tania Cruz,Damián Alcázar;John Sayles;John Sayles;Action,Drama,Foreign,Thriller
26985;Christopher Lambert,Sergio Rubini,Diego Abatantuono,Stefania Rocca,Emmanuelle Seigner;Gabriele Salvatores;;Thriller,Fantasy,Sci-Fi
26989;Rosie Perez,Javier Bardem,Harley Cross,Aimee Graham,James Gandolfini;Álex de la Iglesia;Álex de la Iglesia,Jorge Guerricaechevarría;Action,Thriller
26996;Patrick Stewart,Kimberly Williams-Paisley,Héctor Elizondo,Joy Kilpatrick,Craig Shoemaker;Eric Steven Stahl;;Thriller
27005;Hugo Weaving,Tony Martin,Aaron Jeffery,Paul Sonkkila,Michael Caton;Craig Monahan;;Drama
27020;Angelina Jolie,Elizabeth Mitchell,Eric Michael Cole,Kylie Travis,Mercedes Ruehl;Michael Cristofer;Jay McInerney,Michael Cristofer;Drama,Romance
27022;Thomas Jane,Paula Marshall,Aaron Eckhart,James Le Gros,Paulina Porizkova;Skip Woods;Skip Woods;Drama,Action,Crime,Thriller
27095;Lin Kun-huei,Lee Kang-Sheng,Hui-Chin Lin,Tien Miao,Yang Kuei-Mei;Tsai Ming-Liang;;Drama,Fantasy,Romance
27109;Meiko Kaji,Kô Nishimura,Toshio Kurosawa,Masaaki Daimon,Miyoko Akaza;Toshiya Fujita;;Action,Drama,Thriller
27114;Skeet Ulrich,Angela Featherstone,Donal Logue,Christopher McDonald,Tom Berenger;Joe Chappelle;;Action,Thriller
27186;Doudou Gueye Thiaw,Maimouna N'Diaye,Awa Sene Sarr,Robert Liensol,William Nadylam;Michel Ocelot;Michel Ocelot;Fantasy,Adventure,Animation,Family
27193;Samy Naceri,Frédéric Diefenthal,Marion Cotillard,Emma Wiklund,Bernard Farcy;Gérard Krawczyk;;Action,Comedy,Crime
27255;Behzad Dorani;Abbas Kiarostami;Abbas Kiarostami;Drama,Foreign
27266;Tony Leung Chiu-Wai,Zhang Ziyi,Faye Wong,Takuya Kimura,Gong Li;Wong Kar-wai;;Fantasy,Drama,Sci-Fi,Romance
27271;Nick Stahl,Eddie Kaye Thomas,January Jones,Lori Heuring,Derek Hamilton;Max Makowski;Chris Fisher,Eric Drilling;Drama,Horror,Thriller,Mystery
27316;Lalita Panyopas,Sirisin Siripornsmathikul,Prompop Lee,Tasanawalai Ongartittichai,Jaran 'See Tao' Petcharoen;Pen-Ek Ratanaruang;Pen-Ek Ratanaruang;Comedy,Crime,Thriller
27317;Ryo Ishibashi,Eihi Shiina,Jun Kunimura,Tetsu Sawaki,Renji Ishibashi;Takashi Miike;;Drama,Horror,Thriller
27338;Thora Birch,Desmond Harrington,Keira Knightley,Laurence Fox,Daniel Brocklebank;Nick Hamm;;Crime,Drama,Horror,Thriller
27340;Jessica Alba,Hugh Dancy,Brenda Blethyn,Christopher Ling Lee Ian,Emily Mortimer;Guy Jenkin;Guy Jenkin;Drama,Romance
27362;Shah Rukh Khan,Kajol,Amitabh Bachchan,Jaya Bachchan,Hrithik Roshan;Karan Johar;;Comedy,Drama
27368;Gérard Depardieu,Christian Clavier,Monica Bellucci,Alain Chabat,Jamel Debbouze;Alain Chabat;;Family,Fantasy,Comedy,Adventure
27370;Luke de Woolfson,James Lance,Kate Ashfield,Heike Makatsch,Enzo Cilenti;Saul Metzstein;Jack Lothian;Comedy,Romance,Foreign
27376;Heino Ferch,Nicolette Krebitz,Sebastian Koch,Alexandra Maria Lara,Claudia Michelsen;Roland Suso Richter;;Drama,Thriller
27391;Kathleen Chalfant,Laura Linney,Peter Fonda,Jeremy Davies,Nestor Carbonell;Moisés Kaufman;;Crime,Drama
27397;Kang-ho Song,Lee Young-ae,Lee Byung-hun,Kim Tae-woo,Shin Ha-kyun;Chan-wook Park;;War,Drama,Thriller
27402;Ezra Godden,Francisco Rabal,Raquel Meroño,Macarena Gómez,Brendan Price;Stuart Gordon;;Fantasy,Horror,Thriller
27408;John Malkovich,Ray Winstone,Uwe Mansshardt,Hanns Zischler,Paolo Paoloni;Liliana Cavani;;Mystery,Drama,Thriller,Crime
27410;Kenneth Branagh,Stanley Tucci,Colin Firth,Ian McNeice,Brendan Coyle;Frank Pierson;;Drama,History,TV Movie
27416;Fares Fares,Torkel Petersson,Tuva Novotny,Laleh Pourkarim,Sofi Ahlström Helleday;Josef Fares;;Comedy,Drama
27432;Tim Roth,Nick Nolte,Bai Ling,Temuera Morrison,Chapman To;Hans Petter Moland;;Drama
27434;Anna Paquin,Lena Olin,Iain Glen,Giancarlo Giannini,Fele Martínez;Jaume Balagueró;;Horror
27436;Melissa Errico,Joe Regalbuto,Sean Young,Michael Lerner,Kim Darby;Harry Bromley Davenport;Daryl Haney;Drama
27450;Vincent Cassel,Juliette Lewis,Temuera Morrison,Ernest Borgnine,Djimon Hounsou;Jan Kounen;;Western
27456;;George Butler;Mose Richards,Crystal V. Spijer;Documentary
27491;Haruhiko Katô,Kumiko Asou,Koyuki,Kurume Arisaka,Masatoshi Matsuo;Kiyoshi Kurosawa;Kiyoshi Kurosawa;Horror,Thriller
27509;Julia Stiles,Alessandro Nivola,Shirley MacLaine,Mika Boorem,Azura Skye;Marleen Gorris;Katherine Fugate;Comedy,Romance
27513;Maria Hofstätter,Alfred Mrva,Franziska Weisz,Christine Jirku,Viktor Hennemann;Ulrich Seidl;;Drama
27523;Cha Tae-hyun ,Jun Ji-hyun,Kim In-mun,Song Ok-Suk,Han Jin-hee;Kwak Jae-Young;;Drama,Comedy,Romance
27528;Irrfan Khan,Puru Chibber,Aino Annuddin,Manoj Mishra,Nanhe Khan;Asif Kapadia;Asif Kapadia,Tim Miller;Adventure,Animation,Drama,Action,Foreign
27537;David Hewlett,Andrew Miller,Gordon Pinsent,Marie-Josée Croze;Vincenzo Natali;Vincenzo Natali;Comedy,Fantasy,Sci-Fi
27544;Satoshi Tsumabuki,Akifumi Miura,Kôen Kondô,Takatoshi Kaneko,Aya Hirayama;Shinobu Yaguchi;;Comedy
27555;Paul Spence,David Lawrence,Gordon Skilling,Andrew Sparacino,Tracey Lawrence;Michael Dowse;Michael Dowse,Paul Spence,David Lawrence;Comedy,Music
27563;Kenji Sawada,Keiko Matsuzaka,Shinji Takeda,Naomi Nishida,Kiyoshiro Imawano;Takashi Miike;;Comedy,Drama,Foreign,Horror,Thriller
27564;Anne Parillaud,Grégoire Colin,Roxane Mesquida,Ashley Wanninger,Dominique Colladant;Catherine Breillat;Catherine Breillat;Drama,Comedy,Romance
27573;Chloé Winkel,Tara Elders,Filip Peeters,Burt Kwouk,Tuva Novotny;Matthias X. Oberg;;Drama,Foreign,Mystery,Thriller
27584;Ray Wise,Lin Shaye,Mick Cain,Alexandra Holden,Billy Asher;Jean-Baptiste Andrea,Fabrice Canepa;;Mystery,Horror,Thriller
27587;Harry Eden,Vinnie Hunter,Keira Knightley,Molly Parker,David Wenham;Gillies MacKinnon;;Drama,Foreign
27592;Kang-ho Song,Shin Ha-kyun,Bae Doona ,Im Ji-eun,Han Bo-bae;Chan-wook Park;;Action,Drama,Thriller
27604;Ryo Ishibashi,Akaji Maro,Masatoshi Nagase,Sayako Hagiwara,Hideo Sako;Sion Sono;Sion Sono;Drama,Horror,Thriller
27608;Linda Hardy,Thomas Kretschmann,Charlotte Rampling,Frédéric Pierrot,Thomas M. Pollard;Enki Bilal;;Drama,Action,Sci-Fi
27611;;;;Action,Adventure,Sci-Fi
27618;Heike Makatsch,Armin Rohde,David Oyelowo,Wilfried Hochholdinger,Edward Burns;Peter Hyams;;Thriller,Sci-Fi,Adventure,Action
